	M	N	n	x	P-value	stat	Network
lymph node	11042	456	8730	378	0.03967833128420227	1.2962533156498675	multinet
nasopharynx	11042	363	8730	228	5.911515016562059e-13	0.43245249483781595	multinet
oral mucosa	11042	238	8730	173	0.019180575158096867	0.6988987873176257	multinet
ovary	11042	134	8730	98	0.1081466776314876	0.7177685099371847	multinet
pancreas	11042	198	8730	136	0.0005465519937699291	0.5742941437011568	multinet
parathyroid gland	11042	204	8730	136	3.751439608455329e-05	0.5222248080055852	multinet
placenta	11042	412	8730	312	0.0955562402463451	0.8198431931575196	multinet
prostate	11042	246	8730	197	0.7513978147283913	1.066235049041297	multinet
rectum	11042	489	8730	352	0.0001349143529426271	0.6670232952832671	multinet
salivary gland	11042	285	8730	198	0.0001155688781763983	0.5935059896212231	multinet
seminal vesicle	11042	267	8730	196	0.026910075350919882	0.7249147568796892	multinet
skeletal muscle	11042	403	8730	288	0.00022381536056794747	0.6517474738110689	multinet
skin 1	11042	120	8730	86	0.05438927744458101	0.6665895418787599	multinet
skin 2	11042	281	8730	205	0.014020591884181387	0.7074857231054175	multinet
small intestine	11042	693	8730	493	3.6964688246395017e-07	0.6320359354133787	multinet
smooth muscle	11042	286	8730	220	0.3768588312902743	0.8797493145319232	multinet
soft tissue 1	11042	93	8730	72	0.7011116310595369	0.9072369072369072	multinet
soft tissue 2	11042	112	8730	82	0.12957814207388124	0.7212611779216774	multinet
spleen	11042	400	8730	326	0.23466168291440453	1.1731672176698356	multinet
stomach 1	11042	632	8730	462	0.00023050545890779806	0.7040638606676343	multinet
stomach 2	11042	605	8730	437	3.775514423280887e-05	0.6724891331185796	multinet
testis	11042	867	8730	492	3.420751932722358e-54	0.3084904102937606	multinet
thyroid gland	11042	282	8730	204	0.006047931148071537	0.6852884389830203	multinet
tonsil	11042	435	8730	348	0.6738903036903772	1.0617990932951562	multinet
urinary bladder	11042	337	8730	265	0.838471702742678	0.9739450022970401	multinet
vagina	11042	234	8730	175	0.10480410420845376	0.7811370097772142	multinet
adrenal gland	11042	571	10807	558	0.7652600524075228	0.9297417384059984	pathway_commons.12
appendix	11042	348	10807	342	0.848999413678976	1.2473005255613951	pathway_commons.12
bone marrow	11042	646	10807	641	0.010614114246111812	2.9004524886877827	pathway_commons.12
breast	11042	77	10807	77	0.41503283674474434	inf	pathway_commons.12
bronchus	11042	478	10807	463	0.14088246484853553	0.6564836298014952	pathway_commons.12
caudate	11042	504	10807	497	0.33988831124392205	1.570126091173618	pathway_commons.12
cerebellum	11042	297	10807	292	0.8370399852795405	1.2774132192106515	pathway_commons.12
cerebral cortex	11042	497	10807	490	0.33775995326023467	1.5469613259668509	pathway_commons.12
cervix	11042	160	10807	159	0.2678203248613227	3.4941773102930127	pathway_commons.12
colon	11042	271	10807	269	0.13304043922978948	2.9738565192636175	pathway_commons.12
duodenum	11042	679	10807	666	0.7845534326135943	1.1215097888995926	pathway_commons.12
endometrium 1	11042	195	10807	184	0.0030248361203533804	0.35271666110412225	pathway_commons.12
endometrium 2	11042	148	10807	140	0.013769297037473906	0.37241023718008814	pathway_commons.12
epididymis	11042	470	10807	453	0.03174104436841938	0.5610448931359293	pathway_commons.12
esophagus	11042	294	10807	290	0.5348840716647948	1.592421793287059	pathway_commons.12
fallopian tube	11042	408	10807	392	0.02058369166806491	0.5151704272683629	pathway_commons.12
gallbladder	11042	566	10807	558	0.2932832100990198	1.544858034930237	pathway_commons.12
heart muscle	11042	428	10807	419	1.0	1.0128567150130492	pathway_commons.12
hippocampus	11042	460	10807	455	0.13577773662441545	2.0218315301391034	pathway_commons.12
kidney	11042	424	10807	418	0.3897270597702912	1.535630634966471	pathway_commons.12
liver	11042	222	10807	221	0.09549222934403497	4.885131305497827	pathway_commons.12
lung	11042	267	10807	264	0.3850708314879929	1.9364507255999241	pathway_commons.12
lymph node	11042	456	10807	453	0.01960047757960731	3.3834266949971026	pathway_commons.12
nasopharynx	11042	363	10807	352	0.2618588857731746	0.6856049736967957	pathway_commons.12
oral mucosa	11042	238	10807	233	1.0	1.0136183090599584	pathway_commons.12
ovary	11042	134	10807	131	0.7634494676860143	0.9489196952666417	pathway_commons.12
pancreas	11042	198	10807	192	0.3197179158487628	0.6903438530381536	pathway_commons.12
parathyroid gland	11042	204	10807	202	0.3315901414384511	2.219047619047619	pathway_commons.12
placenta	11042	412	10807	406	0.4832182422157315	1.4898246963433004	pathway_commons.12
prostate	11042	246	10807	242	0.8218091174916995	1.3228111689540938	pathway_commons.12
rectum	11042	489	10807	485	0.03618587698004026	2.7135002906413486	pathway_commons.12
salivary gland	11042	285	10807	281	0.5318574492328265	1.5416825004750143	pathway_commons.12
seminal vesicle	11042	267	10807	264	0.3850708314879929	1.9364507255999241	pathway_commons.12
skeletal muscle	11042	403	10807	398	0.2880295812696616	1.7588625228167931	pathway_commons.12
skin 1	11042	120	10807	119	0.5238203121968685	2.6053517964071857	pathway_commons.12
skin 2	11042	281	10807	277	0.5313266503023968	1.5191595441595442	pathway_commons.12
small intestine	11042	693	10807	678	0.8918823444722521	0.9817356106229638	pathway_commons.12
smooth muscle	11042	286	10807	286	0.0031455158586314114	inf	pathway_commons.12
soft tissue 1	11042	93	10807	93	0.27049674572237314	inf	pathway_commons.12
soft tissue 2	11042	112	10807	112	0.17940439042790196	inf	pathway_commons.12
spleen	11042	400	10807	395	0.28718303513007115	1.7451018056089127	pathway_commons.12
stomach 1	11042	632	10807	621	0.5712855241402646	1.241490102279421	pathway_commons.12
stomach 2	11042	605	10807	594	0.7709775156390122	1.1843728581220014	pathway_commons.12
testis	11042	867	10807	790	5.24606025000779e-29	0.1618287871657144	pathway_commons.12
thyroid gland	11042	282	10807	276	1.0	1.000284873231412	pathway_commons.12
tonsil	11042	435	10807	431	0.08737722913898688	2.398829028527371	pathway_commons.12
urinary bladder	11042	337	10807	332	0.5629729031669228	1.457947494033413	pathway_commons.12
vagina	11042	234	10807	231	0.49348588513768504	1.68910741301059	pathway_commons.12
adrenal gland	11042	571	2305	97	0.019867890322282825	0.7658294731853482	phosphosite
appendix	11042	348	2305	90	0.022593027704605945	1.3353456874376608	phosphosite
bone marrow	11042	646	2305	187	5.485402907942467e-07	1.592312803833106	phosphosite
breast	11042	77	2305	17	0.7788788359293823	1.0745119463869464	phosphosite
bronchus	11042	478	2305	62	6.537257746931337e-06	0.5528974759079529	phosphosite
caudate	11042	504	2305	92	0.14481263414345497	0.8400273757452652	phosphosite
cerebellum	11042	297	2305	66	0.5627458057549758	1.0854335481401136	phosphosite
cerebral cortex	11042	497	2305	95	0.33747992521010767	0.8912732716507958	phosphosite
cervix	11042	160	2305	17	0.0007989986841337301	0.44653161523790896	phosphosite
colon	11042	271	2305	42	0.02797680794974282	0.6895356668023859	phosphosite
duodenum	11042	679	2305	96	4.304823575026819e-06	0.6078237554616348	phosphosite
endometrium 1	11042	195	2305	24	0.0023847678752065195	0.5270695370605383	phosphosite
endometrium 2	11042	148	2305	17	0.004108035093305222	0.48811589174184594	phosphosite
epididymis	11042	470	2305	74	0.004456156515575087	0.698642634321702	phosphosite
esophagus	11042	294	2305	60	0.8845212860828573	0.9711609845240134	phosphosite
fallopian tube	11042	408	2305	55	0.00011229420931301463	0.5805728674850488	phosphosite
gallbladder	11042	566	2305	99	0.04353891895328536	0.7947276359393595	phosphosite
heart muscle	11042	428	2305	91	0.8555939228085276	1.0245028266306402	phosphosite
hippocampus	11042	460	2305	92	0.6817362484438741	0.9454360596475373	phosphosite
kidney	11042	424	2305	70	0.02406185835956445	0.7416802537949165	phosphosite
liver	11042	222	2305	30	0.005740132951931611	0.5868818681318682	phosphosite
lung	11042	267	2305	64	0.22228969007088956	1.200589989954344	phosphosite
lymph node	11042	456	2305	148	4.212918672572244e-09	1.8777462685668527	phosphosite
nasopharynx	11042	363	2305	55	0.005736020206640014	0.668968253968254	phosphosite
oral mucosa	11042	238	2305	51	0.8092279726877059	1.0345244817294508	phosphosite
ovary	11042	134	2305	31	0.5212360755628433	1.1427363783077593	phosphosite
pancreas	11042	198	2305	23	0.000756908409558506	0.4931163140102667	phosphosite
parathyroid gland	11042	204	2305	36	0.29639726472006644	0.8092614745325191	phosphosite
placenta	11042	412	2305	83	0.7574919500799158	0.9546206900325291	phosphosite
prostate	11042	246	2305	40	0.08051501107477056	0.7313487215756874	phosphosite
rectum	11042	489	2305	75	0.0017168813779867536	0.6761389484629883	phosphosite
salivary gland	11042	285	2305	39	0.001881070085054842	0.5940574343960562	phosphosite
seminal vesicle	11042	267	2305	54	0.8788097709861967	0.960024026880072	phosphosite
skeletal muscle	11042	403	2305	69	0.06099228671697074	0.7763636412327403	phosphosite
skin 1	11042	120	2305	18	0.11511756957880245	0.666298001491808	phosphosite
skin 2	11042	281	2305	45	0.04446676673292006	0.71723601319934	phosphosite
small intestine	11042	693	2305	92	1.261688694215016e-07	0.5627854765329361	phosphosite
smooth muscle	11042	286	2305	67	0.3017902799347733	1.164416206577138	phosphosite
soft tissue 1	11042	93	2305	15	0.3055678049389044	0.7271582129660732	phosphosite
soft tissue 2	11042	112	2305	25	0.7257953186702033	1.0901895543456341	phosphosite
spleen	11042	400	2305	106	0.005789639166500689	1.3842996043346851	phosphosite
stomach 1	11042	632	2305	109	0.020383126277936297	0.7795557366600843	phosphosite
stomach 2	11042	605	2305	104	0.023453635298090757	0.7767690425600412	phosphosite
testis	11042	867	2305	90	2.3568782473015023e-17	0.41625630790416346	phosphosite
thyroid gland	11042	282	2305	54	0.5046252803530541	0.8952863055016483	phosphosite
tonsil	11042	435	2305	129	1.0183842638963973e-05	1.6333846957900808	phosphosite
urinary bladder	11042	337	2305	70	1.0	0.9935567118283354	phosphosite
vagina	11042	234	2305	45	0.5699704336873557	0.9005478297513696	phosphosite
adrenal gland	11042	571	1878	91	0.5291982571751107	0.9212880059690356	pid2
appendix	11042	348	1878	96	6.446589853598959e-07	1.9051894607450164	pid2
bone marrow	11042	646	1878	203	1.6540756168101586e-20	2.3858535763619826	pid2
breast	11042	77	1878	20	0.046307725291433774	1.7198270164107794	pid2
bronchus	11042	478	1878	63	0.021304879610537553	0.731769391616051	pid2
caudate	11042	504	1878	65	0.010773397578242857	0.7125518433686348	pid2
cerebellum	11042	297	1878	48	0.7542939783435684	0.9391006649549015	pid2
cerebral cortex	11042	497	1878	61	0.003327436212407335	0.6720524304100417	pid2
cervix	11042	160	1878	22	0.29091073874785023	0.7752842328835582	pid2
colon	11042	271	1878	43	0.6823221897705452	0.9184186624599646	pid2
duodenum	11042	679	1878	97	0.051146662908035004	0.8031068688002995	pid2
endometrium 1	11042	195	1878	29	0.5005048816949627	0.8501567112147889	pid2
endometrium 2	11042	148	1878	15	0.026848657476297232	0.5467170341312217	pid2
epididymis	11042	470	1878	68	0.14876779256466427	0.818855996261785	pid2
esophagus	11042	294	1878	62	0.06984761195876718	1.3144273127753303	pid2
fallopian tube	11042	408	1878	39	2.088561762702242e-05	0.5054664739143313	pid2
gallbladder	11042	566	1878	96	1.0	0.9965183752417794	pid2
heart muscle	11042	428	1878	65	0.3254362385206784	0.869242492619116	pid2
hippocampus	11042	460	1878	58	0.00928678769087573	0.6945984363894812	pid2
kidney	11042	424	1878	77	0.5100965652002534	1.0863465221850812	pid2
liver	11042	222	1878	30	0.17609790438223183	0.7585903679653679	pid2
lung	11042	267	1878	67	0.0006823497607683043	1.6581667586968525	pid2
lymph node	11042	456	1878	158	1.0326171344187296e-20	2.7330029655064774	pid2
nasopharynx	11042	363	1878	50	0.10218017624507458	0.7734670479093407	pid2
oral mucosa	11042	238	1878	53	0.035829611806939304	1.4095135135135135	pid2
ovary	11042	134	1878	26	0.4869432926344475	1.1771858251339893	pid2
pancreas	11042	198	1878	28	0.33924268363899074	0.8007376788553259	pid2
parathyroid gland	11042	204	1878	35	0.925199438957363	1.0107812384618595	pid2
placenta	11042	412	1878	85	0.05232855597209642	1.28113748505486	pid2
prostate	11042	246	1878	47	0.3904159143009269	1.15639640035239	pid2
rectum	11042	489	1878	75	0.35555742767482756	0.8791707862097792	pid2
salivary gland	11042	285	1878	44	0.5230291133695697	0.8882745014638208	pid2
seminal vesicle	11042	267	1878	39	0.32257176753883254	0.8311725480095017	pid2
skeletal muscle	11042	403	1878	52	0.025636643161875215	0.7150217029735102	pid2
skin 1	11042	120	1878	23	0.5408272634454769	1.1589796315336094	pid2
skin 2	11042	281	1878	48	0.9360567223648554	1.0053894322099486	pid2
small intestine	11042	693	1878	94	0.01212659520045752	0.7534137613511308	pid2
smooth muscle	11042	286	1878	63	0.02540752434227084	1.3916984768187377	pid2
soft tissue 1	11042	93	1878	22	0.09552445948735341	1.5180761291889266	pid2
soft tissue 2	11042	112	1878	24	0.20703308356192873	1.3350985583995292	pid2
spleen	11042	400	1878	129	3.0002258068143454e-14	2.420354066319394	pid2
stomach 1	11042	632	1878	102	0.5856779804453096	0.9356068332483427	pid2
stomach 2	11042	605	1878	96	0.46957060220820385	0.916036593836201	pid2
testis	11042	867	1878	83	1.214032020937375e-10	0.49424421579216643	pid2
thyroid gland	11042	282	1878	47	0.9360797481219036	0.9753140360458765	pid2
tonsil	11042	435	1878	143	1.7025331143052145e-16	2.50423591646599	pid2
urinary bladder	11042	337	1878	71	0.04680724692128041	1.3143497925777365	pid2
vagina	11042	234	1878	53	0.027403385594138623	1.441304775599788	pid2
adrenal gland	11042	571	3717	146	2.2404988047275674e-05	0.6637784769466454	pips
appendix	11042	348	3717	148	0.0005250053031502921	1.4773045671056317	pips
bone marrow	11042	646	3717	310	1.0166787209637893e-14	1.892628272324486	pips
breast	11042	77	3717	29	0.46888125713662576	1.1921151934201013	pips
bronchus	11042	478	3717	115	3.879683419002284e-06	0.6123243438371397	pips
caudate	11042	504	3717	160	0.35975371561134667	0.91284136749678	pips
cerebellum	11042	297	3717	101	0.9010310401125801	1.0159340008127145	pips
cerebral cortex	11042	497	3717	160	0.4967621053088701	0.9327368026768799	pips
cervix	11042	160	3717	42	0.05223011114158656	0.6980145278450364	pips
colon	11042	271	3717	93	0.8452410939994082	1.0303826549594464	pips
duodenum	11042	679	3717	180	3.8765708440132715e-05	0.6961505708618254	pips
endometrium 1	11042	195	3717	40	6.274610446867815e-05	0.5032152789353171	pips
endometrium 2	11042	148	3717	27	3.378979769362381e-05	0.43563797621447287	pips
epididymis	11042	470	3717	124	0.0005676444943914531	0.6961159222573114	pips
esophagus	11042	294	3717	96	0.754573818556013	0.9542985781593901	pips
fallopian tube	11042	408	3717	76	7.967303076209676e-12	0.439661419641764	pips
gallbladder	11042	566	3717	172	0.09133772047108787	0.8535164276560251	pips
heart muscle	11042	428	3717	124	0.03691163555410429	0.7970578756939664	pips
hippocampus	11042	460	3717	150	0.6503163092595192	0.9515993380178518	pips
kidney	11042	424	3717	119	0.013686413337467583	0.761242584678191	pips
liver	11042	222	3717	58	0.017705141023359516	0.6921423286383724	pips
lung	11042	267	3717	101	0.1494442350297714	1.2045843773323381	pips
lymph node	11042	456	3717	242	4.196799021603899e-18	2.3140751697707254	pips
nasopharynx	11042	363	3717	87	5.723911019180709e-05	0.6121122290094622	pips
oral mucosa	11042	238	3717	82	0.7819873835496639	1.036676894861214	pips
ovary	11042	134	3717	39	0.27148216105430234	0.8069889241864858	pips
pancreas	11042	198	3717	64	0.7052477736375812	0.9401881912637742	pips
parathyroid gland	11042	204	3717	51	0.008694044821601965	0.6521185670121841	pips
placenta	11042	412	3717	146	0.4570067559337797	1.0849870405501292	pips
prostate	11042	246	3717	73	0.19497652792382986	0.8281822046534647	pips
rectum	11042	489	3717	138	0.009424003573412042	0.7661119111244845	pips
salivary gland	11042	285	3717	75	0.007590678138676836	0.697713187416647	pips
seminal vesicle	11042	267	3717	80	0.21295882718650125	0.8396177727721178	pips
skeletal muscle	11042	403	3717	114	0.020854914225094938	0.7703153946106042	pips
skin 1	11042	120	3717	46	0.285948337238799	1.2278339358154122	pips
skin 2	11042	281	3717	86	0.30622082703986053	0.8660184027851338	pips
small intestine	11042	693	3717	172	2.4188847266534265e-07	0.6336344612319262	pips
smooth muscle	11042	286	3717	88	0.3107958310906447	0.872845289488993	pips
soft tissue 1	11042	93	3717	36	0.3216037577510126	1.2470295543259127	pips
soft tissue 2	11042	112	3717	49	0.026800941380502784	1.5398642917726888	pips
spleen	11042	400	3717	206	8.249314131900338e-14	2.156676953433539	pips
stomach 1	11042	632	3717	196	0.15264699059064618	0.8795483976872709	pips
stomach 2	11042	605	3717	182	0.057085031465677935	0.8400720923156145	pips
testis	11042	867	3717	177	5.639081747702191e-19	0.48079710144927534	pips
thyroid gland	11042	282	3717	84	0.1800115841321724	0.8322531675132832	pips
tonsil	11042	435	3717	214	1.1260993712367717e-11	1.9637414859661337	pips
urinary bladder	11042	337	3717	117	0.6821885752945033	1.0496022727272727	pips
vagina	11042	234	3717	83	0.5760412994598652	1.0851195661285795	pips
adrenal gland	11042	571	4675	215	0.0211157301550323	0.8139548798307049	preppi
appendix	11042	348	4675	153	0.5445215343472142	1.070908039329092	preppi
bone marrow	11042	646	4675	299	0.04012681589557075	1.1853889963068136	preppi
breast	11042	77	4675	31	0.7302206352665336	0.9172705314009661	preppi
bronchus	11042	478	4675	172	0.003890752305096673	0.7565704200104796	preppi
caudate	11042	504	4675	210	0.781954382706121	0.9715245560710286	preppi
cerebellum	11042	297	4675	135	0.2840680353372049	1.138950073421439	preppi
cerebral cortex	11042	497	4675	217	0.5462049379503688	1.058193135935397	preppi
cervix	11042	160	4675	58	0.1258180753266674	0.771594321072592	preppi
colon	11042	271	4675	107	0.3508826055080473	0.8859630622357012	preppi
duodenum	11042	679	4675	250	0.002631430711225915	0.7820051887848498	preppi
endometrium 1	11042	195	4675	68	0.03401633840817993	0.7252230002614987	preppi
endometrium 2	11042	148	4675	48	0.014973402080242297	0.650131834882213	preppi
epididymis	11042	470	4675	179	0.05653273040809171	0.8312879871837204	preppi
esophagus	11042	294	4675	122	0.8109437148825174	0.9651060634695243	preppi
fallopian tube	11042	408	4675	134	6.625584388406291e-05	0.6561965032300998	preppi
gallbladder	11042	566	4675	204	0.001911373904076417	0.7568850702686806	preppi
heart muscle	11042	428	4675	182	0.9602195336454464	1.007911131860039	preppi
hippocampus	11042	460	4675	198	0.7725086889289183	1.0305343511450382	preppi
kidney	11042	424	4675	151	0.004255206821977281	0.7450649851180355	preppi
liver	11042	222	4675	75	0.009089983990900509	0.6898846495119787	preppi
lung	11042	267	4675	101	0.1329444392020684	0.8248573656234031	preppi
lymph node	11042	456	4675	230	0.0004019183069226476	1.4060045591646178	preppi
nasopharynx	11042	363	4675	118	0.00011988126980481208	0.6470386442924767	preppi
oral mucosa	11042	238	4675	103	0.790938302388219	1.0399792618515278	preppi
ovary	11042	134	4675	56	0.9300767066771162	0.9775231624116664	preppi
pancreas	11042	198	4675	74	0.16794608821333434	0.8097503347799567	preppi
parathyroid gland	11042	204	4675	67	0.006436055829787158	0.6611953821978913	preppi
placenta	11042	412	4675	177	0.7996140482322321	1.0268052940786923	preppi
prostate	11042	246	4675	99	0.5147432522935956	0.9154238618524333	preppi
rectum	11042	489	4675	185	0.03949186490767054	0.8217493552924627	preppi
salivary gland	11042	285	4675	111	0.24897623779270409	0.8656237722505968	preppi
seminal vesicle	11042	267	4675	110	0.7539864131397384	0.9531118102985189	preppi
skeletal muscle	11042	403	4675	174	0.7580251731168337	1.036171486394581	preppi
skin 1	11042	120	4675	43	0.16359101463118136	0.7583327725814772	preppi
skin 2	11042	281	4675	113	0.5012439290392894	0.9139775265652074	preppi
small intestine	11042	693	4675	232	9.781875211845536e-07	0.6689662209632448	preppi
smooth muscle	11042	286	4675	123	0.8557082132956624	1.0284591415355753	preppi
soft tissue 1	11042	93	4675	40	0.9163068032823791	1.028108526185097	preppi
soft tissue 2	11042	112	4675	50	0.6317755005531602	1.0993897122929381	preppi
spleen	11042	400	4675	191	0.026685254597424386	1.255050386488482	preppi
stomach 1	11042	632	4675	233	0.004207961066057413	0.7845728684611123	preppi
stomach 2	11042	605	4675	222	0.003980557043498035	0.7789204215305902	preppi
testis	11042	867	4675	255	4.084238529677346e-16	0.5425150829562594	preppi
thyroid gland	11042	282	4675	109	0.22211269855687504	0.8547039059750505	preppi
tonsil	11042	435	4675	216	0.0017957670660568464	1.3598970221838547	preppi
urinary bladder	11042	337	4675	132	0.2400420894834544	0.8733715230614776	preppi
vagina	11042	234	4675	90	0.22956753475622252	0.8482824427480916	preppi
adrenal gland	11042	571	5787	209	8.366292346817685e-15	0.5064474880598404	proper_all
appendix	11042	348	5787	108	4.00977670938234e-16	0.3973851030110935	proper_all
bone marrow	11042	646	5787	239	5.749695614764843e-16	0.513132651560914	proper_all
breast	11042	77	5787	24	0.00020713609060537665	0.4087493738520621	proper_all
bronchus	11042	478	5787	134	2.839990457974809e-28	0.33840541552334835	proper_all
caudate	11042	504	5787	119	1.959059650205806e-41	0.2655738756656188	proper_all
cerebellum	11042	297	5787	90	7.412036250255344e-15	0.38525234486495563	proper_all
cerebral cortex	11042	497	5787	107	4.858308175003737e-47	0.23499232574936801	proper_all
cervix	11042	160	5787	24	3.794705595714812e-23	0.15675046697492115	proper_all
colon	11042	271	5787	71	1.0788828752117643e-18	0.31394769069279216	proper_all
duodenum	11042	679	5787	213	4.900195408620919e-30	0.3927096374799614	proper_all
endometrium 1	11042	195	5787	53	7.617314469492222e-13	0.33281709791360653	proper_all
endometrium 2	11042	148	5787	35	8.419417488861982e-13	0.2768871466023361	proper_all
epididymis	11042	470	5787	153	9.380594780093989e-19	0.4230253676137108	proper_all
esophagus	11042	294	5787	96	5.563152108140233e-12	0.430834438214512	proper_all
fallopian tube	11042	408	5787	126	4.602963573120914e-19	0.39250639876422105	proper_all
gallbladder	11042	566	5787	213	5.196115496137857e-13	0.5306537536173106	proper_all
heart muscle	11042	428	5787	160	2.060513542354457e-10	0.5291120371131723	proper_all
hippocampus	11042	460	5787	112	7.846725619134206e-36	0.2782844700997519	proper_all
kidney	11042	424	5787	107	4.5134771432301106e-31	0.293445372550762	proper_all
liver	11042	222	5787	43	1.5255755365617585e-24	0.21228661240877048	proper_all
lung	11042	267	5787	65	4.016970997017946e-21	0.2841603192126273	proper_all
lymph node	11042	456	5787	182	5.4500533869390256e-08	0.5902850036138224	proper_all
nasopharynx	11042	363	5787	104	1.3445877495424506e-20	0.35300296148439736	proper_all
oral mucosa	11042	238	5787	82	1.8701166701963672e-08	0.4698060630575968	proper_all
ovary	11042	134	5787	49	0.0002370003339069294	0.5194062288561294	proper_all
pancreas	11042	198	5787	48	4.833788204993902e-16	0.28464889353545914	proper_all
parathyroid gland	11042	204	5787	83	0.0008437032819543834	0.6174034750153582	proper_all
placenta	11042	412	5787	152	1.2817448636497667e-10	0.5182171865401679	proper_all
prostate	11042	246	5787	91	1.0837042153884485e-06	0.5256660021747009	proper_all
rectum	11042	489	5787	170	1.2647105625739331e-15	0.46830518416160527	proper_all
